visit_id,customer_id,store_id,date,entry_timestamp,exit_timestamp
219,42,17,2020-06-27,09:30,10:11
220,42,9,2021-01-18,09:45,11:39
221,42,43,2023-12-09,10:21,11:13
222,42,60,2019-05-22,12:37,13:53
223,42,51,2021-07-19,12:29,13:07
224,42,23,2021-11-04,17:25,19:16
225,42,17,2023-04-28,12:26,12:39
226,42,11,2024-06-11,17:36,18:41
227,43,22,2019-10-09,18:30,18:40
228,43,22,2024-03-20,12:00,13:36
229,43,22,2022-05-07,10:52,12:07
230,44,13,2021-06-15,17:46,18:05
231,44,27,2023-04-23,20:12,21:37
232,44,13,2020-02-24,15:34,17:10
233,44,10,2024-10-02,09:17,10:38
234,44,20,2023-08-09,09:48,10:27
235,44,42,2024-01-28,12:30,14:13
236,45,14,2024-01-03,12:41,13:12
237,45,59,2020-09-27,09:07,09:30
238,45,13,2022-09-27,17:49,18:54
239,45,28,2023-09-04,17:53,18:59
240,46,46,2023-11-26,17:13,18:23
241,46,60,2023-02-20,10:14,10:33
242,46,52,2024-06-28,10:14,11:16
243,46,46,2024-10-04,18:35,19:14
244,46,48,2021-01-19,17:00,17:44
245,46,17,2022-12-14,18:08,19:47
246,46,35,2019-07-24,14:43,15:38
247,47,42,2023-04-23,12:18,13:28
248,48,59,2022-07-23,12:51,13:56
249,48,45,2024-11-26,12:20,12:52
250,48,2,2024-05-16,09:50,10:09
251,48,10,2021-04-28,13:23,14:02
252,49,11,2019-05-18,12:58,14:03
253,49,3,2019-02-28,15:00,16:00
254,49,4,2020-06-10,17:16,18:44
255,50,13,2019-11-25,17:40,18:41
256,50,10,2022-03-19,17:43,18:06
257,50,59,2022-07-06,09:44,11:40
258,51,56,2024-07-30,11:01,11:50
259,51,30,2024-11-08,15:48,17:28
260,51,49,2021-04-15,20:05,20:36
261,51,56,2020-12-31,18:49,19:18
262,51,49,2024-09-04,12:58,14:19
263,51,49,2020-02-27,16:20,16:56
264,51,38,2020-07-26,17:47,18:23
265,51,49,2022-12-31,17:38,18:47
266,51,15,2024-01-20,20:31,21:20
267,51,1,2020-05-01,12:29,13:36
268,52,11,2022-03-05,13:24,14:16
269,52,3,2023-10-31,19:52,21:49
270,52,26,2024-11-04,17:10,17:26
271,52,48,2022-08-12,12:33,13:04
272,52,17,2023-08-24,11:44,13:39
273,52,3,2023-07-27,18:17,19:14
274,52,3,2022-01-04,09:20,09:55
275,52,17,2023-03-19,17:17,17:42
276,53,22,2022-12-23,14:53,15:48
277,53,6,2020-09-13,17:35,18:52
278,53,6,2024-08-22,20:54,21:00
279,53,6,2024-01-24,18:41,20:02
280,53,22,2022-09-02,12:16,12:28
281,53,6,2020-11-30,19:00,19:22
282,53,6,2019-07-21,13:21,14:38
283,53,22,2021-09-01,17:43,18:33
284,53,6,2022-08-11,17:49,18:46
285,53,22,2022-08-26,17:51,18:18
286,54,1,2021-08-04,14:08,14:59
287,54,55,2020-05-04,16:47,18:42
288,54,36,2024-03-07,15:44,17:35
289,54,15,2019-05-25,18:59,20:16
290,54,38,2019-05-04,17:57,19:07
291,55,3,2022-10-01,09:42,10:43
292,55,50,2019-11-24,12:51,13:25
293,55,17,2021-03-04,18:11,18:29
294,55,52,2019-07-24,12:09,14:00
295,55,50,2020-01-07,12:58,13:20
296,55,35,2023-11-04,12:46,14:20
297,55,53,2021-01-16,12:39,14:23
298,56,6,2020-02-05,17:52,18:32
299,56,6,2023-09-03,12:59,13:46
300,56,6,2020-05-18,12:18,14:15
301,56,22,2024-11-10,10:28,10:58
302,56,22,2022-05-28,09:52,10:14
303,56,6,2019-01-08,16:13,18:11
304,57,23,2021-01-05,17:23,18:15
305,57,43,2019-02-06,20:56,21:00
306,57,35,2019-05-01,12:45,13:26
307,57,51,2020-10-29,18:53,19:05
308,57,11,2022-05-06,09:00,10:18
309,57,50,2024-02-01,09:08,09:34
310,57,48,2021-09-18,18:04,18:16
311,57,44,2023-05-01,17:13,17:44
312,58,16,2024-11-08,20:22,21:25
313,58,16,2024-06-27,12:50,14:45
314,58,12,2021-10-14,12:34,13:42
315,58,33,2020-05-17,12:28,14:00
316,58,12,2019-09-05,17:55,18:36
317,58,33,2024-04-11,12:17,13:38
318,58,12,2020-12-26,11:14,12:39
319,58,12,2020-10-19,17:40,18:18
320,59,22,2022-11-17,18:31,19:08
321,59,6,2020-08-31,12:02,13:12
322,59,22,2019-12-22,17:05,18:49
323,59,22,2022-10-18,09:29,11:04
324,59,22,2019-08-23,18:01,18:25
325,59,6,2023-01-09,20:04,20:49
326,59,6,2021-09-03,14:34,15:14
327,59,22,2019-10-18,16:19,18:17
328,59,6,2019-05-24,10:00,10:57
329,60,6,2019-04-28,09:15,09:32
330,60,22,2022-02-16,18:34,19:03
331,60,22,2021-06-24,12:13,14:10
332,60,6,2019-05-03,15:19,16:39
333,61,15,2023-10-15,12:45,13:41
334,61,55,2024-12-16,17:20,17:30
335,62,12,2019-09-04,17:25,17:48
336,62,12,2022-07-28,12:14,13:10
337,62,12,2021-03-19,11:18,13:05
338,62,12,2021-08-15,12:41,14:39
339,62,12,2021-01-09,09:11,10:14
340,62,16,2022-09-22,13:16,13:36
341,62,12,2019-03-22,14:33,15:51
342,62,16,2024-11-06,10:47,11:59
343,62,12,2023-10-13,09:37,10:10
344,65,25,2022-07-02,09:24,10:48
345,65,25,2022-01-23,12:39,13:15
346,65,25,2019-09-26,16:56,17:22
347,65,25,2019-02-18,17:12,18:48
348,65,25,2021-01-31,18:37,20:36
349,65,25,2022-03-19,09:11,10:43
350,66,39,2021-07-25,09:48,11:24
351,67,48,2022-03-06,10:57,12:25
352,67,48,2020-02-05,10:37,11:01
353,67,9,2022-03-30,12:57,14:29
354,67,17,2023-12-12,12:52,14:32
355,67,46,2020-06-30,09:46,10:09
356,67,11,2022-01-23,18:33,19:17
357,67,35,2024-07-18,12:08,13:58
358,67,43,2022-04-08,15:01,16:58
359,68,26,2024-03-07,17:10,17:26
360,68,11,2021-11-10,19:33,19:45
361,68,23,2024-03-15,17:08,18:19
362,68,9,2024-09-12,11:29,12:29
363,68,52,2020-05-19,11:23,13:20
364,68,23,2019-10-31,11:17,12:20
365,68,43,2019-12-06,10:45,12:07
366,68,11,2022-05-23,17:47,18:12
367,68,4,2020-06-21,17:06,17:28
368,68,9,2022-04-29,17:03,17:50
369,69,6,2020-12-22,17:12,19:09
370,69,6,2019-09-20,19:51,21:00
371,69,6,2020-08-09,12:20,13:48
372,69,22,2024-06-27,19:52,20:28
373,69,6,2022-02-28,18:38,19:01
374,69,22,2024-09-06,17:45,19:14
375,69,6,2021-12-19,18:08,18:37
376,69,6,2019-06-21,18:25,18:58
377,69,22,2019-01-09,15:21,16:38
378,69,6,2023-02-12,15:51,16:39
379,70,14,2022-09-13,16:20,16:50
380,70,8,2023-11-24,12:06,12:38
381,70,45,2022-03-09,18:11,18:45
382,70,8,2024-10-29,10:14,11:55
383,70,42,2024-08-24,12:09,13:41
384,70,20,2021-07-26,13:46,15:11
385,70,10,2021-09-29,16:01,16:47
386,70,8,2020-12-11,14:32,16:03
387,70,47,2020-08-03,15:36,16:28
388,71,29,2022-03-12,09:17,10:36
389,72,29,2020-04-27,11:20,12:06
390,72,29,2023-10-23,12:57,13:56
391,72,29,2019-08-10,09:26,10:01
392,72,29,2020-05-11,18:01,19:45
393,72,29,2020-08-13,09:28,10:43
394,72,29,2021-01-12,10:49,12:10
395,72,29,2022-05-04,09:26,09:41
396,72,29,2020-11-25,14:53,16:46
397,72,29,2019-01-28,12:47,13:29
398,72,29,2022-08-11,17:54,18:11
399,73,12,2022-03-09,19:56,21:04
400,73,33,2020-02-21,09:15,09:30
401,73,33,2022-05-24,19:32,20:46
402,73,12,2023-11-03,09:27,10:57
403,73,12,2024-09-15,16:08,17:03
404,74,41,2023-01-03,12:28,13:47
405,74,58,2022-01-29,18:58,20:52
406,74,32,2023-12-31,11:26,12:44
407,74,5,2024-02-24,17:39,19:16
408,74,58,2019-08-21,12:03,12:33
409,74,5,2022-09-15,09:28,09:54
410,74,32,2021-02-24,12:56,13:12
411,75,15,2021-03-30,12:29,12:58
412,75,18,2022-11-17,17:29,18:44
413,75,36,2020-10-07,12:37,13:06
414,75,15,2024-06-18,18:59,20:14
415,76,42,2019-02-21,18:21,18:43
416,76,14,2022-08-02,09:58,11:40
417,76,20,2020-03-26,09:06,10:04
418,76,57,2023-07-19,09:40,11:00
419,76,57,2022-05-13,18:39,19:31
420,76,13,2019-10-11,09:12,09:26
421,77,51,2021-12-23,17:00,18:08
422,77,23,2019-05-31,09:43,11:03
423,77,43,2022-08-03,16:03,16:37
424,77,48,2024-08-08,09:37,10:21
425,77,9,2019-01-21,17:30,19:28
426,77,44,2020-07-29,09:27,09:57
427,77,44,2023-09-04,09:20,10:18
428,77,48,2020-08-10,09:33,09:44
429,77,48,2020-02-22,12:09,13:37
430,78,34,2023-03-26,09:43,11:24
431,78,34,2019-10-03,11:53,13:40
432,78,34,2019-07-08,17:29,19:19
433,78,34,2024-12-17,17:17,17:50
434,78,34,2020-09-15,12:47,13:14
435,78,34,2023-11-03,12:42,13:10
436,78,34,2021-10-13,09:08,11:00
437,78,34,2023-05-10,14:01,15:49
438,79,54,2023-01-04,20:11,21:00
439,79,54,2021-01-29,14:57,15:35
440,79,54,2024-08-08,16:14,18:05
441,79,54,2021-01-22,10:28,11:05
442,79,54,2019-12-07,18:27,18:42
443,80,28,2021-04-05,17:48,19:14
444,80,20,2019-08-26,17:36,17:47
445,80,27,2024-10-17,09:35,11:34
446,80,14,2021-08-24,12:45,14:28
447,80,57,2022-04-15,12:39,14:06
448,80,24,2019-07-18,09:56,10:27
449,80,20,2024-11-10,12:16,13:16
450,80,59,2019-08-11,10:12,10:33
451,82,22,2024-04-03,09:04,10:20
452,82,6,2022-04-18,15:56,17:43
453,82,22,2020-06-05,10:12,11:55
454,82,22,2024-12-23,17:08,17:34
455,82,22,2020-02-09,13:46,15:21
456,82,6,2021-10-26,16:28,17:28
457,82,6,2024-03-21,17:31,19:21
458,82,22,2023-04-08,18:53,20:49
459,83,23,2021-10-01,12:10,13:58
460,83,52,2022-05-12,14:53,15:31
461,83,17,2019-04-03,19:46,20:31
462,84,23,2024-11-07,10:51,11:56
463,84,50,2024-09-20,18:12,18:53
464,84,46,2023-08-04,11:13,11:44
465,84,50,2021-11-03,17:17,19:14
466,84,35,2024-10-25,11:24,12:36
467,84,48,2021-02-14,18:14,19:54
468,85,37,2024-12-22,12:31,14:14
469,85,19,2020-01-06,17:38,18:45
470,85,31,2022-07-17,14:18,14:43
471,85,21,2021-07-05,14:56,16:04
472,85,37,2019-03-17,17:15,17:26
473,86,12,2024-09-28,17:13,18:29
474,86,16,2020-04-01,17:19,19:17
475,86,12,2024-07-30,09:29,10:10
476,86,12,2023-11-09,09:42,10:18
477,87,16,2019-10-01,13:04,13:33
478,87,16,2021-08-27,13:27,14:52
479,87,12,2024-04-15,18:11,20:04
480,87,16,2020-09-10,19:06,20:43
481,87,16,2024-01-31,12:32,13:53
482,87,33,2022-12-23,18:50,19:23
483,87,33,2019-10-20,17:00,18:02
484,87,12,2021-04-05,17:48,18:11
485,87,33,2021-11-29,19:26,20:48
486,87,33,2021-06-24,12:38,13:50
487,88,26,2019-10-26,17:26,18:22
488,88,3,2021-12-15,15:01,15:43
489,88,17,2020-07-12,17:25,18:00
490,89,42,2022-03-22,14:30,16:15
491,89,8,2020-06-18,11:01,12:59
492,89,57,2023-08-28,19:41,20:35
493,89,8,2023-05-04,17:29,18:40
494,89,27,2019-08-20,17:56,18:48
495,89,10,2019-04-17,17:14,18:52
496,90,44,2019-10-30,17:15,18:19
497,90,53,2021-02-07,09:16,10:24
498,90,4,2022-09-19,14:10,14:27
499,90,23,2022-09-06,17:37,19:30
500,91,13,2020-03-22,14:24,15:53
501,91,24,2024-06-07,09:08,10:47
502,91,10,2022-04-21,17:48,19:13
503,91,27,2020-08-21,18:07,20:06
504,92,33,2024-11-12,18:37,20:34
505,93,1,2020-03-12,09:53,11:20
506,93,56,2020-04-11,18:56,19:29
507,93,36,2021-01-14,12:25,13:15
508,93,56,2019-01-15,11:45,12:31
509,93,1,2021-10-17,09:01,09:53
510,93,18,2022-08-28,17:14,18:56
511,94,50,2020-12-09,12:12,12:27
512,94,26,2021-02-27,18:45,19:14
513,94,43,2021-03-14,17:13,18:51
514,94,48,2022-07-13,09:40,11:13
515,94,51,2019-07-06,09:46,11:09
516,94,23,2023-12-19,09:38,11:03
517,95,2,2020-05-18,09:21,09:44
518,95,8,2021-10-13,12:08,13:56
519,95,47,2019-04-13,12:56,13:29
520,95,24,2024-07-31,12:26,14:19
521,95,13,2019-09-12,18:39,20:32
522,96,53,2024-01-18,10:08,12:04
523,96,46,2021-08-07,17:02,18:16
524,96,23,2019-01-21,12:32,13:09
525,96,50,2022-07-08,11:29,13:21
526,96,9,2022-05-29,09:23,09:41
527,96,46,2020-05-15,09:03,09:52
528,97,28,2019-12-05,18:23,19:09
529,97,8,2019-09-28,14:05,15:59
530,97,20,2024-12-30,19:10,19:57
531,97,24,2024-07-28,12:26,14:16
532,97,20,2024-11-05,17:41,17:56
533,97,24,2022-09-19,18:27,20:06
534,97,28,2022-04-26,15:02,15:22
535,97,20,2020-03-02,12:20,13:39
536,97,57,2019-11-11,15:02,15:15
537,97,2,2023-07-27,12:51,14:48
538,98,42,2019-09-01,12:05,13:18
539,98,45,2023-06-09,15:41,15:52
540,98,24,2021-09-11,17:53,19:37
541,98,42,2024-11-27,09:57,10:10
542,98,2,2023-06-07,12:17,12:53
543,98,24,2021-03-01,18:27,19:37
544,99,13,2023-03-12,17:26,17:40
545,99,28,2019-11-03,17:25,18:53
546,99,14,2024-04-10,11:14,11:46
547,99,47,2022-08-03,10:07,11:50
548,99,59,2021-07-11,10:18,11:46
549,99,28,2020-12-16,09:34,10:20
550,99,2,2019-07-15,18:29,20:21
551,100,52,2024-06-02,10:11,12:09
552,100,51,2022-07-25,14:04,14:37
553,100,51,2020-07-29,18:54,19:28
554,100,26,2019-02-25,09:59,10:38
555,100,23,2024-08-07,15:57,17:00
556,100,52,2022-03-06,12:24,13:56
557,100,17,2024-09-12,10:44,12:17
558,101,2,2020-02-28,17:17,18:16
559,101,24,2019-04-28,09:47,10:07
560,101,2,2020-05-31,14:41,15:22
561,101,28,2022-03-18,13:55,14:27
562,101,2,2021-11-14,12:30,14:07
563,101,13,2020-04-09,18:35,18:53
564,101,57,2022-12-11,16:06,18:01
565,101,10,2023-03-08,12:21,13:17
566,104,38,2019-05-12,09:45,11:15
567,104,15,2020-02-20,14:25,15:35
568,104,49,2019-11-14,12:58,14:56
569,104,1,2022-05-28,15:21,15:47
570,104,1,2020-03-15,12:07,12:57
571,104,38,2020-09-14,12:29,13:06
572,104,40,2022-04-04,17:16,18:40
573,104,56,2021-12-14,15:24,17:22
574,104,40,2023-03-18,11:01,12:26
575,105,2,2023-12-03,17:31,19:08
576,105,13,2023-08-14,18:52,20:45
577,105,10,2020-06-27,14:42,15:56
578,105,14,2020-01-24,12:18,13:17
579,105,2,2022-02-14,13:40,14:59
580,105,42,2020-03-22,17:57,19:46
581,105,28,2023-05-30,12:01,12:21
582,105,2,2020-09-24,15:18,16:28
583,105,57,2021-03-18,18:33,18:48
584,105,24,2023-11-21,10:24,11:51
585,106,48,2023-04-08,17:21,17:39
586,106,48,2019-01-04,09:07,10:11
587,106,9,2023-08-10,14:27,16:07
588,107,54,2021-12-18,17:25,18:33
589,107,54,2020-07-14,19:46,20:08
590,108,24,2023-11-01,15:14,15:39
591,108,59,2024-07-30,09:16,09:54
592,108,59,2022-09-30,19:31,20:43
593,108,57,2023-09-05,17:58,19:25
594,108,10,2020-11-19,09:00,09:34
595,109,57,2020-12-04,17:09,18:29
596,110,16,2023-08-08,10:44,12:27
597,110,12,2019-04-30,17:11,17:42
598,110,33,2024-03-18,12:08,14:05
599,110,33,2019-01-23,12:03,12:24
600,110,16,2022-01-15,20:54,21:00
601,110,16,2020-05-09,11:06,12:42
602,110,16,2023-02-22,14:19,15:37
603,110,12,2022-02-16,09:43,11:41
604,110,16,2020-04-23,17:45,18:47
605,111,57,2024-08-30,16:30,16:55
606,112,60,2021-08-09,16:58,17:25
607,113,21,2023-03-12,09:42,10:58
608,113,19,2023-02-14,12:23,13:53
609,113,21,2022-10-25,12:06,12:50
610,113,31,2021-05-11,12:46,13:01
611,113,19,2021-01-18,17:51,18:40
612,115,33,2021-11-18,12:51,13:21
613,115,16,2024-10-12,12:56,14:34
614,116,22,2022-06-15,18:18,20:00
615,117,24,2023-01-22,15:04,15:49
616,117,47,2021-07-28,14:53,15:39
617,117,28,2019-11-04,18:51,20:24
618,117,42,2020-06-02,11:14,12:29
619,117,2,2022-03-19,19:51,21:37
620,117,27,2019-12-06,13:21,14:11
621,117,10,2020-05-19,17:52,19:29
622,118,34,2019-07-16,17:37,19:00
623,118,34,2021-08-16,18:06,19:14
624,118,34,2021-09-22,10:15,10:44
625,118,34,2022-04-09,19:34,20:24
626,118,34,2024-11-29,09:59,10:33
627,118,34,2021-12-04,12:41,13:18
628,118,34,2024-02-28,12:00,13:56
629,118,34,2023-10-22,13:39,15:18
630,118,34,2024-03-18,19:19,20:13
631,119,15,2022-02-20,17:07,18:40
632,119,36,2020-11-30,11:24,12:04
633,120,54,2021-03-26,17:45,19:45
634,120,54,2023-10-11,11:57,12:28
635,120,54,2019-06-23,17:38,18:35
636,120,54,2024-07-10,11:42,13:17
637,120,54,2024-05-17,15:39,15:55
638,120,54,2022-03-18,12:38,14:24
639,120,54,2022-03-11,18:59,20:37
640,120,54,2022-06-13,18:29,20:04
641,120,54,2019-08-10,15:15,15:46
642,120,54,2020-09-14,12:07,13:37
643,122,34,2020-10-21,19:36,21:32
644,122,34,2022-06-27,19:11,20:25
645,122,34,2020-01-08,12:28,14:04
646,123,54,2024-04-06,12:00,12:11
647,123,54,2024-05-03,18:30,19:37
648,124,48,2019-08-08,12:46,13:07
649,124,51,2020-04-28,15:40,16:19
650,125,7,2020-07-02,19:01,19:27
651,126,3,2021-04-05,18:25,18:47
652,126,23,2024-07-06,17:19,17:41
653,126,50,2024-06-27,12:24,13:00
654,126,11,2022-09-02,16:01,17:22
655,126,53,2019-10-25,17:23,18:02
656,126,3,2024-04-27,18:48,20:23
657,126,48,2021-10-21,18:23,18:44
658,126,23,2020-06-07,18:47,19:06
659,126,46,2022-05-16,12:50,13:29
660,127,39,2019-10-30,17:06,17:30
661,127,39,2019-06-15,17:06,18:39
662,127,39,2022-04-11,17:16,19:00
663,127,39,2022-12-31,17:08,17:44
