sales_id,visit_id,employee_id,payment_method_id
444,616,612,5
445,617,353,1
446,618,544,2
447,619,25,1
448,620,351,3
449,621,124,2
450,622,439,3
451,623,433,3
452,624,432,5
453,626,433,3
454,627,433,2
455,629,439,3
456,632,460,1
457,635,699,5
458,637,706,3
459,639,701,5
460,641,705,2
461,644,432,5
462,647,698,5
463,649,653,2
464,651,28,1
465,652,289,1
466,653,647,1
467,654,136,2
468,656,37,4
469,657,620,5
470,658,297,3
471,659,596,4
472,660,505,4
473,661,501,2
474,663,502,1
475,664,91,1
476,665,95,2
477,666,84,2
478,667,508,1
479,669,420,3
480,670,203,4
481,671,428,1
482,672,427,4
483,673,423,2
484,676,370,1
485,678,367,1
486,679,378,4
487,680,374,5
488,681,366,5
489,686,557,2
490,687,131,1
491,688,127,4
492,691,175,3
493,693,354,5
494,694,179,3
495,695,27,5
496,696,769,1
497,698,151,5
498,702,427,2
499,703,206,5
500,704,203,3
501,707,130,5
502,708,256,3
503,709,255,5
504,710,740,4
505,712,366,4
506,713,368,5
507,714,378,3
508,715,374,1
509,716,366,4
510,717,95,5
511,718,527,2
512,720,745,1
513,723,141,3
514,724,613,5
515,725,608,1
516,727,337,2
517,728,294,2
518,729,648,5
519,730,457,2
520,731,557,3
521,732,557,1
522,734,630,2
523,735,713,5
524,736,190,5
525,738,229,2
526,739,1,4
527,740,372,5
528,741,376,3
529,742,364,1
530,743,26,2
531,745,577,4
532,747,256,3
533,751,604,1
534,752,534,5
535,756,409,3
536,757,73,2
537,758,72,1
538,759,277,2
539,761,669,3
540,762,220,2
541,763,783,4
542,764,554,3
543,767,556,3
544,768,774,5
545,769,664,5
546,770,290,1
547,771,52,2
548,772,155,4
549,773,430,1
550,777,155,3
551,778,158,5
552,779,210,1
553,780,427,3
554,781,325,3
555,782,314,3
556,783,326,3
557,785,547,4
558,788,183,4
559,789,261,1
560,790,393,5
561,793,403,3
562,795,45,4
563,796,780,3
564,798,576,1
565,799,364,2
566,800,581,4
567,803,25,1
568,804,609,3
569,805,362,4
570,806,343,2
571,807,348,4
572,808,361,2
573,809,182,1
574,810,26,4
575,811,465,2
576,812,9,1
577,813,465,1
578,815,637,1
579,816,191,3
580,819,698,3
581,820,698,2
582,821,699,1
583,822,695,3
584,823,703,3
585,825,700,4
586,826,698,2
587,827,705,3
588,829,375,1
589,831,576,1
590,832,179,3
591,834,584,1
592,835,538,2
593,836,744,2
594,837,170,5
595,838,343,4
596,841,280,2
597,842,70,4
598,843,442,1
599,845,431,4
600,846,433,2
601,848,437,3
602,849,436,5
603,850,440,3
604,851,274,5
605,858,87,1
606,859,504,3
607,860,587,5
608,862,313,2
609,863,768,1
610,865,19,5
611,868,152,3
612,869,158,4
613,870,156,1
614,871,157,4
615,872,427,1
616,874,27,2
617,875,543,2
618,876,24,3
619,877,171,5
620,879,576,3
621,881,341,1
622,884,218,1
623,885,777,5
624,888,376,5
625,891,375,4
626,892,89,2
627,893,503,3
628,894,83,2
629,895,500,5
630,897,498,5
631,898,84,5
632,899,508,3
633,900,86,3
634,903,595,1
635,904,552,4
636,906,560,5
637,909,98,4
638,910,169,3
639,911,163,1
640,912,22,1
641,914,603,1
642,915,340,4
643,916,164,4
644,918,383,3
645,920,238,3
646,921,634,5
647,922,632,1
648,923,500,3
649,926,91,4
650,927,194,1
651,928,11,2
652,929,629,1
653,930,187,2
654,931,368,1
655,932,367,1
656,933,372,5
657,934,482,3
658,935,241,3
659,940,693,1
660,941,697,2
661,942,702,4
662,943,703,5
663,944,704,1
664,945,704,1
665,946,702,5
666,947,693,2
667,948,700,1
668,949,125,2
669,951,612,4
670,952,761,5
671,953,128,5
672,954,353,1
673,955,425,4
674,956,209,4
675,958,357,1
676,959,584,2
677,960,607,3
678,961,358,4
679,963,352,2
680,964,252,2
681,967,308,5
682,968,423,4
683,970,422,1
684,971,198,3
685,972,151,1
686,976,155,4
687,980,164,4
688,982,603,1
689,983,301,4
690,984,171,2
691,985,105,5
692,986,99,3
693,988,17,2
694,989,545,4
695,990,360,4
696,991,770,1
697,993,609,5
698,994,348,4
699,997,96,1
700,998,19,2
701,999,164,2
702,1000,260,2
703,1001,49,3
704,1003,691,5
705,1004,592,5
706,1005,537,2
707,1007,171,1
708,1009,253,5
709,1010,255,4
710,1011,766,2
711,1012,107,1
712,1013,769,2
713,1014,736,2
714,1017,508,3
715,1019,95,5
716,1020,88,3
717,1021,21,3
718,1022,116,3
719,1023,617,1
720,1025,115,2
721,1026,130,4
722,1028,606,3
723,1029,18,4
724,1030,313,1
725,1032,131,2
726,1035,284,2
727,1036,78,1
728,1037,285,3
729,1038,81,3
730,1039,81,5
731,1040,276,3
732,1041,280,3
733,1042,760,1
734,1043,26,5
735,1044,101,1
736,1046,746,4
737,1047,342,1
738,1048,254,1
739,1049,611,5
740,1051,100,4
741,1053,608,4
742,1054,177,2
743,1057,174,1
744,1058,195,4
745,1059,71,5
746,1060,285,1
747,1061,278,4
748,1062,279,5
749,1063,284,4
750,1067,277,2
751,1069,243,5
752,1070,392,3
753,1072,267,4
754,1076,295,5
755,1077,223,2
756,1078,592,3
757,1079,670,5
758,1082,521,2
759,1083,631,4
760,1085,230,3
761,1086,495,5
762,1087,729,2
763,1090,219,3
764,1091,671,2
765,1092,142,3
766,1094,110,1
767,1095,453,2
768,1096,330,3
769,1097,222,5
770,1100,287,2
771,1102,403,1
772,1103,244,4
773,1104,384,5
774,1107,457,5
775,1109,597,4
776,1110,295,2
777,1111,378,4
778,1113,371,3
779,1114,371,1
780,1115,373,2
781,1116,368,3
782,1117,374,2
783,1118,77,1
784,1119,287,3
785,1121,80,4
786,1123,369,5
787,1124,378,4
788,1125,373,3
789,1127,371,3
790,1128,366,1
791,1129,373,1
792,1131,372,2
793,1133,558,3
794,1135,550,4
795,1136,678,3
796,1137,565,5
797,1138,41,3
798,1139,289,1
799,1140,565,4
800,1141,112,1
801,1142,298,2
802,1143,137,1
803,1144,618,2
804,1145,658,1
805,1147,570,1
806,1148,31,3
807,1150,153,4
808,1151,156,5
809,1155,429,3
810,1156,427,4
811,1157,158,3
812,1158,157,5
813,1159,171,4
814,1162,97,1
815,1163,359,4
816,1164,587,3
817,1165,735,5
818,1166,584,1
819,1167,108,1
820,1168,27,2
821,1169,44,1
822,1170,330,2
823,1171,539,3
824,1172,363,2
825,1173,606,5
826,1174,584,2
827,1175,735,4
828,1176,740,3
829,1177,764,5
830,1178,743,3
831,1179,360,4
832,1180,119,1
833,1183,659,2
834,1184,39,5
835,1185,114,5
836,1186,573,2
837,1187,646,3
838,1188,37,1
839,1190,624,5
840,1191,119,3
841,1192,665,2
842,1194,521,1
843,1195,730,1
844,1196,229,4
845,1197,491,4
846,1200,636,2
847,1203,206,1
848,1204,428,2
849,1205,206,4
850,1206,198,4
851,1208,459,5
852,1209,516,1
853,1211,516,3
854,1213,680,4
855,1214,642,5
856,1215,683,3
857,1217,564,1
858,1218,592,2
859,1219,41,2
860,1220,110,1
861,1221,596,4
862,1223,315,5
863,1224,126,4
864,1225,170,1
865,1226,21,2
866,1227,760,2
867,1228,170,3
868,1229,164,4
869,1230,288,3
870,1231,686,5
871,1232,30,4
872,1233,218,5
873,1234,135,4
874,1237,604,1
875,1238,17,3
876,1241,583,3
877,1242,340,3
878,1243,736,2
879,1244,177,1
880,1245,440,1
881,1246,439,3
882,1247,437,3
883,1248,25,5
884,1251,762,3
885,1255,210,2
886,1256,210,2
887,1258,199,1
888,1259,199,5
889,1260,151,1
890,1261,590,2
891,1263,332,1
892,1265,203,3
893,1267,204,4
894,1268,423,1
895,1269,151,1
896,1270,157,3
897,1271,427,2
898,1272,420,3
899,1273,203,5
900,1274,421,1
901,1275,211,3
902,1276,152,3
903,1278,159,1
904,1280,305,2
905,1281,579,2
906,1282,769,5
907,1283,304,2
908,1284,19,4
909,1285,738,2
910,1286,303,3
911,1289,448,4
912,1290,565,5
913,1291,615,5
914,1293,41,1
915,1294,600,4
916,1295,553,3
917,1296,565,3
918,1300,216,1
919,1301,643,2
920,1303,637,4
921,1304,14,3
922,1305,186,1
923,1307,323,2
924,1308,324,3
925,1310,315,5
926,1311,320,5
927,1312,319,3
928,1313,315,5
929,1314,315,1
930,1315,322,4
931,1316,328,2
932,1317,670,5
933,1319,136,4
934,1320,670,2
935,1322,640,3
936,1323,616,5
937,1324,570,3
938,1325,70,3
939,1326,69,5
940,1330,452,5
941,1331,149,4
942,1332,158,5
943,1338,438,5
944,1339,198,4
945,1343,75,4
946,1344,276,4
947,1345,74,3
948,1347,62,3
949,1348,759,4
950,1352,158,1
951,1353,152,2
952,1355,438,5
953,1357,438,2
954,1358,431,1
955,1359,736,4
956,1362,582,2
957,1363,103,5
958,1365,575,3
959,1368,355,3
960,1369,95,1
961,1370,508,1
962,1371,499,1
963,1372,83,3
964,1373,506,4
965,1375,84,4
966,1376,95,4
967,1377,206,5
968,1379,142,2
969,1381,667,4
970,1382,455,4
971,1385,614,3
972,1386,119,5
973,1387,175,4
974,1389,173,3
975,1390,602,5
976,1391,99,3
977,1392,104,4
978,1393,150,1
979,1394,209,3
980,1395,208,4
981,1397,207,2
982,1398,199,3
983,1399,159,3
984,1400,211,5
985,1401,377,1
986,1402,373,1
987,1403,378,1
988,1404,373,1
989,1405,370,2
990,1406,368,5
991,1407,366,1
992,1408,429,3
993,1411,424,3
994,1413,660,1
995,1414,40,4
996,1416,618,3
997,1417,48,5
998,1418,557,4
999,1419,214,5
1000,1420,686,5
1001,1421,112,2
1002,1422,555,2
1003,1424,688,3
1004,1425,432,5
1005,1426,439,1
1006,1427,441,5
1007,1428,431,2
1008,1430,440,5
1009,1431,442,2
1010,1434,432,3
1011,1436,603,5
1012,1437,96,5
1013,1439,520,4
1014,1441,514,3
1015,1442,492,3
1016,1444,602,1
1017,1446,737,3
1018,1447,131,2
1019,1448,108,1
1020,1451,602,3
1021,1452,163,5
1022,1453,603,3
1023,1454,608,2
1024,1457,588,5
1025,1458,540,2
1026,1459,764,4
1027,1464,657,3
1028,1467,594,5
1029,1471,572,1
1030,1473,328,3
1031,1474,625,1
1032,1477,549,5
1033,1478,672,4
1034,1480,604,5
1035,1481,167,2
1036,1482,182,4
1037,1483,22,1
1038,1485,753,5
1039,1487,532,4
1040,1488,524,1
1041,1489,405,3
1042,1491,138,5
1043,1492,570,4
1044,1493,456,4
1045,1496,634,4
1046,1497,721,5
1047,1498,230,2
1048,1500,476,4
1049,1501,269,1
1050,1503,401,5
1051,1504,394,2
1052,1505,483,1
1053,1507,390,1
1054,1508,717,1
1055,1509,716,3
1056,1512,526,5
1057,1515,58,5
1058,1516,121,3
1059,1517,255,2
1060,1518,546,2
1061,1519,102,3
1062,1520,185,3
1063,1521,98,5
1064,1523,147,1
1065,1525,158,4
1066,1528,504,3
1067,1530,443,2
1068,1531,436,4
1069,1532,431,3
1070,1533,434,1
1071,1535,438,1
1072,1536,436,1
1073,1537,433,3
1074,1538,149,1
1075,1542,10,2
1076,1543,570,5
1077,1544,336,3
1078,1545,331,2
1079,1546,48,1
1080,1548,47,4
1081,1549,658,5
1082,1550,326,2
1083,1551,319,4
1084,1552,693,4
1085,1553,702,2
1086,1554,698,3
1087,1555,697,2
1088,1559,698,2
1089,1562,257,4
1090,1563,579,5
1091,1564,747,3
1092,1565,406,5
1093,1568,413,1
1094,1569,62,3
1095,1571,213,5
1096,1572,45,3
1097,1573,453,4
1098,1574,599,3
1099,1575,36,5
1100,1576,593,1
1101,1578,293,2
1102,1580,143,1
1103,1582,653,5
1104,1584,652,5
1105,1585,217,4
1106,1586,566,3
1107,1587,687,4
1108,1588,448,4
1109,1598,437,1
1110,1601,51,3
1111,1602,134,3
1112,1603,167,3
1113,1604,182,5
1114,1605,745,2
1115,1606,175,4
1116,1607,345,5
1117,1608,306,3
1118,1609,586,5
1119,1610,259,2
1120,1611,368,3
1121,1612,358,5
1122,1613,22,2
1123,1614,740,1
1124,1615,174,4
1125,1617,161,1
1126,1618,763,1
1127,1619,580,4
1128,1622,44,1
1129,1623,691,4
1130,1624,621,1
1131,1626,664,1
1132,1627,297,2
1133,1629,288,4
1134,1630,558,5
1135,1632,784,1
1136,1633,622,5
1137,1636,36,3
1138,1637,230,5
1139,1638,361,5
1140,1639,339,5
1141,1641,149,2
1142,1643,153,4
1143,1644,151,4
1144,1645,154,4
1145,1646,200,2
1146,1648,420,4
1147,1649,198,2
1148,1650,172,4
1149,1651,211,3
1150,1653,759,4
1151,1654,416,3
1152,1655,412,4
1153,1656,333,5
1154,1657,615,1
1155,1659,656,4
1156,1661,137,3
1157,1662,652,1
1158,1663,428,4
1159,1664,152,1
1160,1665,159,2
1161,1666,430,3
1162,1667,208,3
1163,1668,200,5
1164,1669,155,4
1165,1670,426,2
1166,1673,659,5
1167,1674,644,4
1168,1675,287,1
1169,1676,280,3
1170,1677,77,4
1171,1678,281,4
1172,1679,286,5
1173,1680,279,3
1174,1683,440,5
1175,1685,444,2
1176,1686,432,5
1177,1688,436,5
1178,1689,443,3
1179,1690,431,1
1180,1692,438,3
1181,1693,433,2
1182,1695,434,1
1183,1696,336,3
1184,1697,44,3
1185,1698,566,5
1186,1699,216,2
1187,1701,338,3
1188,1702,681,2
1189,1705,310,1
1190,1707,587,3
1191,1709,575,1
1192,1710,102,2
1193,1711,262,2
1194,1713,565,2
1195,1714,558,2
1196,1715,776,3
1197,1717,684,5
1198,1718,327,3
1199,1724,161,3
1200,1726,768,1
1201,1727,257,4
1202,1728,736,4
1203,1729,539,1
1204,1730,161,5
1205,1732,304,5
1206,1734,138,1
1207,1737,300,4
1208,1742,494,4
1209,1743,511,4
1210,1744,464,3
1211,1745,716,5
1212,1746,632,1
1213,1747,279,1
1214,1748,280,2
1215,1750,374,3
1216,1751,376,4
1217,1753,376,2
1218,1755,567,1
1219,1756,447,1
1220,1757,565,4
1221,1759,299,4
1222,1760,729,3
1223,1761,633,4
1224,1762,520,2
1225,1763,188,4
1226,1764,234,2
1227,1766,127,1
1228,1767,580,4
1229,1770,605,4
1230,1771,743,4
1231,1773,755,5
1232,1774,57,1
1233,1776,405,3
1234,1778,524,1
1235,1783,619,2
1236,1784,70,5
1237,1785,286,4
1238,1787,661,5
1239,1788,555,5
1240,1790,208,3
1241,1792,206,1
1242,1793,565,1
1243,1794,683,5
1244,1795,37,3
1245,1796,567,5
1246,1798,139,3
1247,1799,290,2
1248,1800,590,2
1249,1802,387,2
1250,1805,455,3
1251,1808,126,4
1252,1809,96,5
1253,1810,26,2
1254,1820,201,3
1255,1821,208,5
1256,1822,139,1
1257,1824,424,1
1258,1825,429,3
1259,1826,209,5
1260,1827,198,2
1261,1831,422,1
1262,1832,426,3
1263,1834,199,4
1264,1838,426,4
1265,1840,169,5
1266,1841,121,4
1267,1844,254,3
1268,1845,742,5
1269,1846,39,2
1270,1847,772,1
1271,1848,214,3
1272,1849,114,1
1273,1850,678,3
1274,1851,660,4
1275,1852,137,1
1276,1853,49,1
1277,1854,618,1
1278,1855,676,2
1279,1856,673,4
1280,1858,663,4
1281,1860,20,1
1282,1861,737,1
1283,1863,353,3
1284,1864,765,1
1285,1865,353,2
1286,1866,89,2
1287,1867,509,4
1288,1870,500,5
1289,1872,784,5
1290,1873,327,1
1291,1874,328,3
1292,1875,299,3
1293,1876,552,3
1294,1881,15,2
1295,1882,609,1
1296,1885,703,2
1297,1887,695,5
1298,1890,703,4
1299,1891,696,2
1300,1894,590,3
1301,1895,22,5
1302,1897,538,3
1303,1898,253,3
1304,1899,321,5
1305,1900,315,5
1306,1903,319,2
1307,1904,315,1
1308,1905,784,4
1309,1908,35,1
1310,1909,758,1
1311,1910,534,3
1312,1911,524,4
1313,1913,536,1
1314,1914,416,3
1315,1916,758,4
1316,1918,701,1
1317,1919,695,4
1318,1921,420,3
1319,1922,430,4
1320,1923,211,5
1321,1924,418,2
1322,1925,148,1
1323,1927,713,4
1324,1928,6,5
1325,1929,2,5
1326,1932,730,4
1327,1933,459,2
1328,1934,63,2
1329,1936,415,2
1330,1938,414,5
1331,1941,27,3
1332,1942,576,3
1333,1943,117,4
1334,1944,216,5
1335,1945,455,1
1336,1946,600,5
1337,1947,551,3
1338,1948,202,2
1339,1950,204,5
1340,1951,151,2
1341,1953,151,4
1342,1955,564,5
1343,1958,296,1
1344,1959,651,3
1345,1960,137,2
1346,1961,615,2
1347,1962,331,5
1348,1963,560,3
1349,1964,316,4
1350,1965,323,4
1351,1966,222,1
1352,1967,7,2
1353,1968,239,4
1354,1969,637,4
1355,1970,188,2
1356,1971,699,4
1357,1972,696,3
1358,1974,705,3
1359,1975,703,5
1360,1976,81,1
1361,1978,280,4
1362,1980,80,1
1363,1981,81,2
1364,1982,426,2
1365,1984,341,2
1366,1985,768,1
1367,1986,174,2
1368,1987,325,1
1369,1988,320,3
1370,1989,314,3
1371,1990,321,3
1372,1991,322,2
1373,1993,159,5
1374,1994,422,2
1375,1995,204,4
1376,1996,155,1
1377,1997,417,5
1378,1999,166,3
1379,2000,160,5
1380,2002,181,2
1381,2003,543,1
1382,2004,254,1
1383,2005,736,1
1384,2006,742,1
1385,2007,681,4
1386,2008,590,5
1387,2009,679,3
1388,2010,554,3
1389,2011,649,2
1390,2012,642,4
1391,2013,450,4
1392,2015,419,3
1393,2016,417,1
1394,2019,211,3
1395,2020,343,1
1396,2021,301,1
1397,2022,361,3
1398,2023,24,3
1399,2024,252,2
1400,2025,106,1
1401,2027,252,1
1402,2028,744,4
1403,2029,606,3
1404,2030,626,5
1405,2031,642,4
1406,2032,678,5
1407,2033,423,5
1408,2034,425,4
1409,2035,147,3
1410,2036,198,2
1411,2037,204,3
1412,2038,423,1
1413,2039,203,2
1414,2040,428,4
1415,2041,9,3
1416,2042,384,4
1417,2043,191,2
1418,2045,633,1
1419,2046,710,4
1420,2047,639,3
1421,2048,487,5
1422,2049,716,5
1423,2051,44,5
1424,2055,550,5
1425,2057,590,4
1426,2058,776,5
1427,2059,239,5
1428,2061,631,5
1429,2062,6,5
1430,2063,714,4
1431,2064,193,5
1432,2065,717,3
1433,2066,540,2
1434,2067,544,3
1435,2068,106,2
1436,2069,222,5
1437,2070,335,3
1438,2071,120,5
1439,2072,115,1
1440,2073,290,3
1441,2074,596,4
1442,2075,595,1
1443,2076,296,2
1444,2077,462,2
1445,2079,384,2
1446,2080,633,5
1447,2081,230,3
1448,2084,502,2
1449,2085,447,1
1450,2086,642,3
1451,2087,113,2
1452,2088,36,5
1453,2089,336,4
1454,2090,36,4
1455,2091,620,2
1456,2092,331,2
1457,2093,446,4
1458,2096,363,4
1459,2097,263,3
1460,2098,738,1
1461,2101,606,5
1462,2104,422,1
1463,2107,210,5
1464,2108,209,2
1465,2109,203,2
1466,2110,198,5
1467,2111,151,2
1468,2114,508,1
1469,2115,507,2
1470,2116,103,3
1471,2117,130,5
1472,2119,211,3
1473,2120,150,3
1474,2121,204,1
1475,2124,152,3
1476,2126,324,4
1477,2127,326,1
1478,2128,326,4
1479,2129,324,4
1480,2130,254,3
1481,2133,227,2
1482,2135,652,1
1483,2136,659,4
1484,2139,38,2
1485,2141,214,3
1486,2142,455,4
1487,2144,573,2
1488,2145,446,5
1489,2146,35,2
1490,2150,239,4
1491,2153,482,1
1492,2154,391,1
1493,2155,400,3
1494,2156,268,1
1495,2158,473,3
1496,2160,400,1
1497,2162,633,3
1498,2164,723,4
1499,2165,722,3
1500,2167,729,4
1501,2168,189,2
1502,2169,346,2
1503,2172,179,4
1504,2174,18,4
1505,2175,256,3
1506,2177,345,5
1507,2178,163,1
1508,2179,565,4
1509,2180,682,1
1510,2181,33,2
1511,2182,33,4
1512,2183,453,2
1513,2184,676,4
1514,2185,115,1
1515,2186,660,4
1516,2187,559,5
1517,2188,36,3
1518,2189,146,5
1519,2190,556,3
1520,2191,213,1
1521,2192,780,4
1522,2194,336,2
1523,2195,296,2
1524,2196,600,2
1525,2199,666,3
1526,2200,225,1
1527,2201,642,2
1528,2202,772,5
1529,2203,557,4
1530,2204,668,2
1531,2205,79,2
1532,2206,285,3
1533,2208,282,5
1534,2211,74,2
1535,2213,81,5
1536,2215,226,2
1537,2219,390,1
1538,2220,380,4
1539,2223,158,5
1540,2224,201,2
1541,2225,419,5
1542,2226,154,4
1543,2228,366,5
1544,2229,374,2
1545,2230,374,2
1546,2231,375,2
1547,2232,367,2
1548,2233,376,3
1549,2234,572,5
1550,2235,593,2
1551,2237,723,1
1552,2239,418,2
1553,2242,443,3
1554,2244,444,1
1555,2246,210,1
1556,2247,418,5
1557,2250,340,3
1558,2251,175,2
1559,2252,352,1
1560,2253,771,1
1561,2254,575,1
1562,2255,262,4
1563,2257,304,3
1564,2258,487,1
1565,2261,724,1
